sectorId,sectorName,tier,horizon,adoption,score,zone,dominant,trigger_scarce_knowledge,trigger_coordination_zero,trigger_unbundling
1,Financial Services & Insurance,T5,H2,high,100.0000,Restructuring,A/C,FALSE,FALSE,FALSE
1,Financial Services & Insurance,T5,H3,low,85.0000,Restructuring,A/C,FALSE,FALSE,FALSE
1,Financial Services & Insurance,T5,H3,medium,93.0000,Restructuring,A/C,FALSE,FALSE,FALSE
1,Financial Services & Insurance,T5,H3,high,100.0000,Restructuring,A/C,FALSE,FALSE,FALSE
1,Financial Services & Insurance,T5,H4,low,85.0000,Restructuring,A/C,FALSE,FALSE,FALSE
1,Financial Services & Insurance,T5,H4,medium,93.0000,Restructuring,A/C,FALSE,FALSE,FALSE
1,Financial Services & Insurance,T5,H4,high,100.0000,Restructuring,A/C,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H1,low,23.0128,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H1,medium,17.7298,Resilient,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H1,high,11.4469,Resilient,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H2,low,23.0128,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H2,medium,17.7298,Resilient,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H2,high,11.4469,Resilient,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H3,low,23.0128,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H3,medium,17.7298,Resilient,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H3,high,11.4469,Resilient,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H4,low,23.0128,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H4,medium,17.7298,Resilient,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H4,high,11.4469,Resilient,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H1,low,48.1865,Transforming,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H1,medium,48.2979,Transforming,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H1,high,47.4093,Transforming,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H2,low,48.1865,Transforming,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H2,medium,48.2979,Transforming,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H2,high,47.4093,Transforming,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H3,low,48.1865,Transforming,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H3,medium,48.2979,Transforming,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H3,high,47.4093,Transforming,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H4,low,48.1865,Transforming,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H4,medium,48.2979,Transforming,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H4,high,47.4093,Transforming,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H1,low,64.3730,Disrupting,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H1,medium,67.9529,Disrupting,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H1,high,70.5328,Disrupting,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H2,low,64.3730,Disrupting,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H2,medium,67.9529,Disrupting,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H2,high,70.5328,Disrupting,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H3,low,64.3730,Disrupting,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H3,medium,67.9529,Disrupting,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H3,high,70.5328,Disrupting,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H4,low,64.3730,Disrupting,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H4,medium,67.9529,Disrupting,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H4,high,70.5328,Disrupting,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H1,low,85.0000,Restructuring,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H1,medium,93.0000,Restructuring,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H1,high,100.0000,Restructuring,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H2,low,85.0000,Restructuring,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H2,medium,93.0000,Restructuring,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H2,high,100.0000,Restructuring,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H3,low,85.0000,Restructuring,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H3,medium,93.0000,Restructuring,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H3,high,100.0000,Restructuring,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H4,low,85.0000,Restructuring,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H4,medium,93.0000,Restructuring,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H4,high,100.0000,Restructuring,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H1,low,85.0000,Restructuring,A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H1,medium,93.0000,Restructuring,A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H1,high,100.0000,Restructuring,A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H2,low,85.0000,Restructuring,A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H2,medium,93.0000,Restructuring,A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H2,high,100.0000,Restructuring,A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H3,low,85.0000,Restructuring,A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H3,medium,93.0000,Restructuring,A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H3,high,100.0000,Restructuring,A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H4,low,85.0000,Restructuring,A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H4,medium,93.0000,Restructuring,A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H4,high,100.0000,Restructuring,A,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H1,low,24.3356,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H1,medium,19.3361,Resilient,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H1,high,13.3366,Resilient,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H2,low,24.3356,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H2,medium,19.3361,Resilient,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H2,high,13.3366,Resilient,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H3,low,24.3356,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H3,medium,19.3361,Resilient,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H3,high,13.3366,Resilient,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H4,low,24.3356,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H4,medium,19.3361,Resilient,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H4,high,13.3366,Resilient,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H1,low,53.7815,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H1,medium,55.0918,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H1,high,55.4021,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H2,low,53.7815,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H2,medium,55.0918,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H2,high,55.4021,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H3,low,53.7815,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H3,medium,55.0918,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H3,high,55.4021,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H4,low,53.7815,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H4,medium,55.0918,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H4,high,55.4021,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H1,low,73.6245,Disrupting,T,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H1,medium,79.1869,Disrupting,T,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H1,high,83.7493,Restructuring,T,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H2,low,73.6245,Disrupting,T,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H2,medium,79.1869,Disrupting,T,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H2,high,83.7493,Restructuring,T,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H3,low,73.6245,Disrupting,T,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H3,medium,79.1869,Disrupting,T,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H3,high,83.7493,Restructuring,T,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H4,low,73.6245,Disrupting,T,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H4,medium,79.1869,Disrupting,T,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H4,high,83.7493,Restructuring,T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H1,low,84.1483,Restructuring,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H1,medium,91.9658,Restructuring,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H1,high,98.7833,Restructuring,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H2,low,84.1483,Restructuring,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H2,medium,91.9658,Restructuring,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H2,high,98.7833,Restructuring,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H3,low,84.1483,Restructuring,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H3,medium,91.9658,Restructuring,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H3,high,98.7833,Restructuring,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H4,low,84.1483,Restructuring,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H4,medium,91.9658,Restructuring,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H4,high,98.7833,Restructuring,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H1,low,85.0000,Restructuring,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H1,medium,93.0000,Restructuring,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H1,high,100.0000,Restructuring,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H2,low,85.0000,Restructuring,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H2,medium,93.0000,Restructuring,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H2,high,100.0000,Restructuring,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H3,low,85.0000,Restructuring,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H3,medium,93.0000,Restructuring,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H3,high,100.0000,Restructuring,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H4,low,85.0000,Restructuring,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H4,medium,93.0000,Restructuring,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H4,high,100.0000,Restructuring,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H1,low,26.1534,Adapting,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H1,medium,21.5435,Adapting,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H1,high,15.9335,Resilient,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H2,low,26.1534,Adapting,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H2,medium,21.5435,Adapting,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H2,high,15.9335,Resilient,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H3,low,26.1534,Adapting,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H3,medium,21.5435,Adapting,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H3,high,15.9335,Resilient,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H4,low,26.1534,Adapting,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H4,medium,21.5435,Adapting,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H4,high,15.9335,Resilient,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H1,low,54.6670,Transforming,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H1,medium,56.1671,Transforming,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H1,high,56.6672,Transforming,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H2,low,54.6670,Transforming,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H2,medium,56.1671,Transforming,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H2,high,56.6672,Transforming,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H3,low,54.6670,Transforming,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H3,medium,56.1671,Transforming,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H3,high,56.6672,Transforming,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H4,low,54.6670,Transforming,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H4,medium,56.1671,Transforming,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H4,high,56.6672,Transforming,P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H1,low,76.4085,Disrupting,T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H1,medium,82.5675,Restructuring,T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H1,high,87.7264,Restructuring,T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H2,low,76.4085,Disrupting,T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H2,medium,82.5675,Restructuring,T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H2,high,87.7264,Restructuring,T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H3,low,76.4085,Disrupting,T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H3,medium,82.5675,Restructuring,T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H3,high,87.7264,Restructuring,T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H4,low,76.4085,Disrupting,T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H4,medium,82.5675,Restructuring,T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H4,high,87.7264,Restructuring,T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H1,low,85.0000,Restructuring,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H1,medium,93.0000,Restructuring,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H1,high,100.0000,Restructuring,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H2,low,85.0000,Restructuring,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H2,medium,93.0000,Restructuring,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H2,high,100.0000,Restructuring,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H3,low,85.0000,Restructuring,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H3,medium,93.0000,Restructuring,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H3,high,100.0000,Restructuring,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H4,low,85.0000,Restructuring,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H4,medium,93.0000,Restructuring,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H4,high,100.0000,Restructuring,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H1,low,85.0000,Restructuring,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H1,medium,93.0000,Restructuring,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H1,high,100.0000,Restructuring,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H2,low,85.0000,Restructuring,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H2,medium,93.0000,Restructuring,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H2,high,100.0000,Restructuring,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H3,low,85.0000,Restructuring,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H3,medium,93.0000,Restructuring,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H3,high,100.0000,Restructuring,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H4,low,85.0000,Restructuring,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H4,medium,93.0000,Restructuring,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H4,high,100.0000,Restructuring,A/C,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H1,low,22.8147,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H1,medium,17.4893,Resilient,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H1,high,11.1639,Resilient,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H2,low,22.8147,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H2,medium,17.4893,Resilient,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H2,high,11.1639,Resilient,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H3,low,22.8147,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H3,medium,17.4893,Resilient,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H3,high,11.1639,Resilient,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H4,low,22.8147,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H4,medium,17.4893,Resilient,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H4,high,11.1639,Resilient,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H1,low,54.0370,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H1,medium,55.4021,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H1,high,55.7672,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H2,low,54.0370,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H2,medium,55.4021,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H2,high,55.7672,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H3,low,54.0370,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H3,medium,55.4021,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H3,high,55.7672,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H4,low,54.0370,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H4,medium,55.4021,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H4,high,55.7672,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T3,H1,low,71.8360,Disrupting,T,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T3,H1,medium,77.0151,Disrupting,T,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T3,H1,high,81.1942,Restructuring,T,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T3,H2,low,71.8360,Disrupting,T,FALSE,FALSE,FALSE
