sectorId,sectorName,tier,horizon,adoption,score,zone,dominant,trigger_scarce_knowledge,trigger_coordination_zero,trigger_unbundling
1,Financial Services & Insurance,T5,H2,low,47.8533,Transforming,A/C,FALSE,FALSE,FALSE
1,Financial Services & Insurance,T5,H2,medium,47.8933,Transforming,A/C,FALSE,FALSE,FALSE
1,Financial Services & Insurance,T5,H2,high,46.9333,Transforming,A/C,FALSE,FALSE,FALSE
1,Financial Services & Insurance,T5,H3,low,47.8533,Transforming,A/C,FALSE,FALSE,FALSE
1,Financial Services & Insurance,T5,H3,medium,47.8933,Transforming,A/C,FALSE,FALSE,FALSE
1,Financial Services & Insurance,T5,H3,high,46.9333,Transforming,A/C,FALSE,FALSE,FALSE
1,Financial Services & Insurance,T5,H4,low,47.8533,Transforming,A/C,FALSE,FALSE,FALSE
1,Financial Services & Insurance,T5,H4,medium,47.8933,Transforming,A/C,FALSE,FALSE,FALSE
1,Financial Services & Insurance,T5,H4,high,46.9333,Transforming,A/C,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H1,low,28.3000,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H1,medium,24.1500,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H1,high,19.0000,Resilient,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H2,low,28.3000,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H2,medium,24.1500,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H2,high,19.0000,Resilient,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H3,low,28.3000,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H3,medium,24.1500,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H3,high,19.0000,Resilient,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H4,low,28.3000,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H4,medium,24.1500,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T1,H4,high,19.0000,Resilient,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H1,low,38.7533,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H1,medium,36.8433,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H1,high,33.9333,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H2,low,38.7533,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H2,medium,36.8433,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H2,high,33.9333,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H3,low,38.7533,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H3,medium,36.8433,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H3,high,33.9333,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H4,low,38.7533,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H4,medium,36.8433,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T2,H4,high,33.9333,Adapting,P,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H1,low,45.3333,Transforming,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H1,medium,44.8333,Transforming,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H1,high,43.3333,Transforming,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H2,low,45.3333,Transforming,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H2,medium,44.8333,Transforming,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H2,high,43.3333,Transforming,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H3,low,45.3333,Transforming,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H3,medium,44.8333,Transforming,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H3,high,43.3333,Transforming,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H4,low,45.3333,Transforming,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H4,medium,44.8333,Transforming,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T3,H4,high,43.3333,Transforming,D/T,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H1,low,53.7333,Transforming,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H1,medium,55.0333,Transforming,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H1,high,55.3333,Transforming,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H2,low,53.7333,Transforming,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H2,medium,55.0333,Transforming,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H2,high,55.3333,Transforming,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H3,low,53.7333,Transforming,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H3,medium,55.0333,Transforming,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H3,high,55.3333,Transforming,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H4,low,53.7333,Transforming,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H4,medium,55.0333,Transforming,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T4,H4,high,55.3333,Transforming,D/A,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H1,low,50.0467,Transforming,A/C,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H1,medium,50.5567,Transforming,A/C,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H1,high,50.0667,Transforming,A/C,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H2,low,50.0467,Transforming,A/C,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H2,medium,50.5567,Transforming,A/C,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H2,high,50.0667,Transforming,A/C,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H3,low,50.0467,Transforming,A/C,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H3,medium,50.5567,Transforming,A/C,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H3,high,50.0667,Transforming,A/C,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H4,low,50.0467,Transforming,A/C,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H4,medium,50.5567,Transforming,A/C,FALSE,FALSE,FALSE
2,Healthcare & Life Sciences,T5,H4,high,50.0667,Transforming,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H1,low,31.0533,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H1,medium,27.4933,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H1,high,22.9333,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H2,low,31.0533,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H2,medium,27.4933,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H2,high,22.9333,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H3,low,31.0533,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H3,medium,27.4933,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H3,high,22.9333,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H4,low,31.0533,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H4,medium,27.4933,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T1,H4,high,22.9333,Adapting,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H1,low,44.3533,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H1,medium,43.6433,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H1,high,41.9333,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H2,low,44.3533,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H2,medium,43.6433,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H2,high,41.9333,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H3,low,44.3533,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H3,medium,43.6433,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H3,high,41.9333,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H4,low,44.3533,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H4,medium,43.6433,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T2,H4,high,41.9333,Transforming,P,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H1,low,53.3600,Transforming,T/P,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H1,medium,54.5800,Transforming,T/P,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H1,high,54.8000,Transforming,T/P,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H2,low,53.3600,Transforming,T/P,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H2,medium,54.5800,Transforming,T/P,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H2,high,54.8000,Transforming,T/P,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H3,low,53.3600,Transforming,T/P,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H3,medium,54.5800,Transforming,T/P,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H3,high,54.8000,Transforming,T/P,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H4,low,53.3600,Transforming,T/P,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H4,medium,54.5800,Transforming,T/P,FALSE,FALSE,FALSE
3,Information Technology & Software,T3,H4,high,54.8000,Transforming,T/P,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H1,low,55.4600,Transforming,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H1,medium,57.1300,Transforming,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H1,high,57.8000,Transforming,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H2,low,55.4600,Transforming,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H2,medium,57.1300,Transforming,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H2,high,57.8000,Transforming,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H3,low,55.4600,Transforming,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H3,medium,57.1300,Transforming,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H3,high,57.8000,Transforming,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H4,low,55.4600,Transforming,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H4,medium,57.1300,Transforming,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T4,H4,high,57.8000,Transforming,A/T,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H1,low,49.7200,Transforming,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H1,medium,50.1600,Transforming,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H1,high,49.6000,Transforming,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H2,low,49.7200,Transforming,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H2,medium,50.1600,Transforming,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H2,high,49.6000,Transforming,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H3,low,49.7200,Transforming,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H3,medium,50.1600,Transforming,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H3,high,49.6000,Transforming,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H4,low,49.7200,Transforming,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H4,medium,50.1600,Transforming,A/C,FALSE,FALSE,FALSE
3,Information Technology & Software,T5,H4,high,49.6000,Transforming,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H1,low,31.5667,Adapting,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H1,medium,28.1167,Adapting,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H1,high,23.6667,Adapting,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H2,low,31.5667,Adapting,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H2,medium,28.1167,Adapting,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H2,high,23.6667,Adapting,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H3,low,31.5667,Adapting,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H3,medium,28.1167,Adapting,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H3,high,23.6667,Adapting,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H4,low,31.5667,Adapting,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H4,medium,28.1167,Adapting,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T1,H4,high,23.6667,Adapting,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H1,low,44.2600,Transforming,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H1,medium,43.5300,Transforming,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H1,high,41.8000,Transforming,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H2,low,44.2600,Transforming,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H2,medium,43.5300,Transforming,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H2,high,41.8000,Transforming,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H3,low,44.2600,Transforming,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H3,medium,43.5300,Transforming,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H3,high,41.8000,Transforming,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H4,low,44.2600,Transforming,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H4,medium,43.5300,Transforming,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T2,H4,high,41.8000,Transforming,P/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H1,low,53.7800,Transforming,T/P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H1,medium,55.0900,Transforming,T/P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H1,high,55.4000,Transforming,T/P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H2,low,53.7800,Transforming,T/P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H2,medium,55.0900,Transforming,T/P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H2,high,55.4000,Transforming,T/P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H3,low,53.7800,Transforming,T/P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H3,medium,55.0900,Transforming,T/P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H3,high,55.4000,Transforming,T/P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H4,low,53.7800,Transforming,T/P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H4,medium,55.0900,Transforming,T/P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T3,H4,high,55.4000,Transforming,T/P,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H1,low,54.3867,Transforming,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H1,medium,55.8267,Transforming,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H1,high,56.2667,Transforming,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H2,low,54.3867,Transforming,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H2,medium,55.8267,Transforming,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H2,high,56.2667,Transforming,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H3,low,54.3867,Transforming,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H3,medium,55.8267,Transforming,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H3,high,56.2667,Transforming,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H4,low,54.3867,Transforming,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H4,medium,55.8267,Transforming,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T4,H4,high,56.2667,Transforming,A/T,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H1,low,47.3400,Transforming,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H1,medium,47.2700,Transforming,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H1,high,46.2000,Transforming,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H2,low,47.3400,Transforming,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H2,medium,47.2700,Transforming,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H2,high,46.2000,Transforming,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H3,low,47.3400,Transforming,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H3,medium,47.2700,Transforming,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H3,high,46.2000,Transforming,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H4,low,47.3400,Transforming,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H4,medium,47.2700,Transforming,A/C,FALSE,FALSE,FALSE
4,"Media, Entertainment & Creative",T5,H4,high,46.2000,Transforming,A/C,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H1,low,28.6733,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H1,medium,24.6033,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H1,high,19.5333,Resilient,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H2,low,28.6733,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H2,medium,24.6033,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H2,high,19.5333,Resilient,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H3,low,28.6733,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H3,medium,24.6033,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H3,high,19.5333,Resilient,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H4,low,28.6733,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H4,medium,24.6033,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T1,H4,high,19.5333,Resilient,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H1,low,41.6933,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H1,medium,40.4133,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H1,high,38.1333,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H2,low,41.6933,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H2,medium,40.4133,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H2,high,38.1333,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H3,low,41.6933,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H3,medium,40.4133,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H3,high,38.1333,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H4,low,41.6933,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H4,medium,40.4133,Transforming,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T2,H4,high,38.1333,Adapting,P,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T3,H1,low,49.2533,Transforming,T,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T3,H1,medium,49.5933,Transforming,T,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T3,H1,high,48.9333,Transforming,T,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T3,H2,low,49.2533,Transforming,T,FALSE,FALSE,FALSE
5,"Professional Services (Legal, Consulting, Accounting)",T3,H2,medium,49.5933,Transforming,T,FALSE,FALSE,FALSE
